input,subject,subject_type,data/object,relation,object,object_type
为了给这些边赋予语义，研究人员提出了术语语言（Terminological_Language），并最终提出了描述逻辑（Description_Logic），描述逻辑是一阶谓词逻辑的一个子集，推理复杂度是可判定的。,描述逻辑,知识表示,data,作用,给这些边赋予语义,功能描述
为了给这些边赋予语义，研究人员提出了术语语言（Terminological_Language），并最终提出了描述逻辑（Description_Logic），描述逻辑是一阶谓词逻辑的一个子集，推理复杂度是可判定的。,描述逻辑,知识表示,object,前提,术语语言,知识表示
为了给这些边赋予语义，研究人员提出了术语语言（Terminological_Language），并最终提出了描述逻辑（Description_Logic），描述逻辑是一阶谓词逻辑的一个子集，推理复杂度是可判定的。,术语语言,知识表示,data,英文名,Terminological_Language,字符串
为了给这些边赋予语义，研究人员提出了术语语言（Terminological_Language），并最终提出了描述逻辑（Description_Logic），描述逻辑是一阶谓词逻辑的一个子集，推理复杂度是可判定的。,术语语言,知识表示,data,作用,给这些边赋予语义,功能描述
为了给这些边赋予语义，研究人员提出了术语语言（Terminological_Language），并最终提出了描述逻辑（Description_Logic），描述逻辑是一阶谓词逻辑的一个子集，推理复杂度是可判定的。,术语语言,知识表示,object,发展为,描述逻辑,知识表示
W3C采用了以描述逻辑为逻辑基础的本体语言OWL作为定义Web术语的标准语言。,本体语言OWL,知识表示,data,被定义为,定义Web术语的标准语言,知识表示
W3C采用了以描述逻辑为逻辑基础的本体语言OWL作为定义Web术语的标准语言。,本体语言OWL,知识表示,data,英文名,OWL,知识表示
W3C采用了以描述逻辑为逻辑基础的本体语言OWL作为定义Web术语的标准语言。,本体语言OWL,知识表示,data,特点,以描述逻辑为逻辑基础,描述
W3C采用了以描述逻辑为逻辑基础的本体语言OWL作为定义Web术语的标准语言。,本体语言OWL,知识表示,object,包含,描述逻辑,知识表示
W3C采用了以描述逻辑为逻辑基础的本体语言OWL作为定义Web术语的标准语言。,本体语言OWL,知识表示,object,实例,Web术语,知识表示
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDF_Schema,知识表示,data,内容,表示Web本体,描述
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDF_Schema,知识表示,data,英文名,RDF_Schema,字符串
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDF_Schema,知识表示,object,包含,RDFS,知识表示
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDF_Schema,知识表示,object,实例,Web本体,知识表示
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDFS,知识表示,data,英文名,RDFS,字符串
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,RDFS,知识表示,data,方法,用于表示Web本体,描述
W3C还推出了另外一种用于表示Web本体的语言RDF_Schema（简称RDFS）。,Web本体,知识表示,object,包含,RDF_Schema,知识表示
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,知识表示,知识表示,data,作用,将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测,描述
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,知识表示,知识表示,data,方法,基于向量的知识表示,知识表示
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,知识表示,知识表示,object,包含,数值向量,知识表示
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,知识推理,知识推理,data,方法,统计或者神经网络的方法,知识推理
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,数值向量,知识表示,data,作用,表示知识图谱三元组中的主谓宾，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测,描述
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,数值向量,知识表示,data,特点,将知识图谱三元组中的主谓宾表示成数值向量,描述
目前基于向量的知识表示开始流行，这类表示将知识图谱三元组中的主谓宾表示成数值向量，通过向量的知识表示，可以采用统计或者神经网络的方法进行推理，对知识图谱中的实体直接的关系进行预测。,知识图谱三元组,知识图谱,object,包含,主谓宾,知识图谱
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,知识表示,知识表示,data,被定义为,客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称,描述
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,知识表示,知识表示,data,英文名,A_KR_is_a_Surrogate,文本描述
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,知识表示,知识表示,data,特点,客观事物的机器标示,知识表示
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,客观事物的机器标示,知识表示,data,被定义为,知识表示首先需要定义客观实体的机器指代或指称,描述
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,客观事物的机器标示,知识表示,data,内容,A_KR_is_a_Surrogate,描述
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,客观事物的机器标示,知识表示,object,包含,机器指代,知识表示
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,客观事物的机器标示,知识表示,object,包含,指称,知识表示
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,客观事物的机器标示,知识表示,object,实例,知识表示,知识表示
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,机器指代,知识表示,object,实例,知识表示,知识表示
2.1什么是知识表示20世纪90年代，MIT_AI实验室的R.Davis定义了知识表示的五大用途或特点：●客观事物的机器标示（A_KR_is_a_Surrogate），即知识表示首先需要定义客观实体的机器指代或指称。,指称,知识表示,object,实例,知识表示,知识表示
●一组本体约定和概念模型（A_KR_is_a_Set_of_Ontological_Commitments），即知识表示还需要定义用于描述客观事物的概念和类别体系。,本体约定,知识表示,data,被定义为,用于描述客观事物的概念和类别体系,定义
●一组本体约定和概念模型（A_KR_is_a_Set_of_Ontological_Commitments），即知识表示还需要定义用于描述客观事物的概念和类别体系。,本体约定,知识表示,object,等价,概念模型,知识表示
●一组本体约定和概念模型（A_KR_is_a_Set_of_Ontological_Commitments），即知识表示还需要定义用于描述客观事物的概念和类别体系。,概念模型,知识表示,data,被定义为,用于描述客观事物的概念和类别体系,定义
●支持推理的表示基础（A_KR_is_a_Theory_of_Intelligent_Reasoning），即知识表示还需要提供机器推理的模型与方法。,知识表示,知识表示,data,作用,提供机器推理的模型与方法,描述
●支持推理的表示基础（A_KR_is_a_Theory_of_Intelligent_Reasoning），即知识表示还需要提供机器推理的模型与方法。,知识表示,知识表示,object,包含,机器推理,知识推理
●用于高效计算的数据结构（A_KR_is_a_medium_for_Efficient_Computation），即知识表示也是一种用于高效计算的数据结构。,知识表示,知识表示,data,被定义为,一种用于高效计算的数据结构,描述
●用于高效计算的数据结构（A_KR_is_a_medium_for_Efficient_Computation），即知识表示也是一种用于高效计算的数据结构。,知识表示,知识表示,data,英文名,A_KR_is_a_medium_for_Efficient_Computation,字符串
●人可理解的机器语言（A_KR_is_a_Medium_of_Human_Expression），即知识表示还必须接近于人的认知，是人可理解的机器语言。,知识表示,知识表示,data,被定义为,人可理解的机器语言，即知识表示还必须接近于人的认知，是人可理解的机器语言,描述
●人可理解的机器语言（A_KR_is_a_Medium_of_Human_Expression），即知识表示还必须接近于人的认知，是人可理解的机器语言。,知识表示,知识表示,data,英文名,A_KR_is_a_Medium_of_Human_Expression,字符串
例如，认知科学家M.RossQuillian和Allan_M.Collins提出了语义网络的知识表示方法[2-3]，以网络的方式描述概念之间的语义关系。,语义网络,知识表示,data,内容,以网络的方式描述概念之间的语义关系,描述
例如，认知科学家M.RossQuillian和Allan_M.Collins提出了语义网络的知识表示方法[2-3]，以网络的方式描述概念之间的语义关系。,语义网络,知识表示,data,目标,描述概念之间的语义关系,知识表示
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,WordNet,知识图谱项目,data,被定义为,词典类的知识库,知识存储
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,WordNet,知识图谱项目,data,内容,主要定义名词、动词、形容词和副词之间的语义关系,描述
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,WordNet,知识图谱项目,object,包含,语义关系,知识表示
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,WordNet,知识图谱项目,object,实例,语义网络,知识表示
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,语义网络,知识表示,data,内容,主要定义名词、动词、形容词和副词之间的语义关系,描述
典型的语义网络如WordNet属于词典类的知识库，主要定义名词、动词、形容词和副词之间的语义关系。,语义网络,知识表示,object,包含,WordNet,知识图谱项目
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,专家系统,知识系统,data,内容,知识库和推理引擎（InferenceEngine）两个核心模块,描述
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,知识库,知识存储,data,内容,知识库和推理引擎（InferenceEngine）两个核心模块,描述
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,推理引擎,知识推理,data,英文名,InferenceEngine,英文名称
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,推理引擎,知识推理,data,内容,知识库和推理引擎（InferenceEngine）两个核心模块,描述
无论是语义网络，还是框架语言和产生式规则，都缺少严格的语义理论模型和形式化的语义定义。,语义网络,知识表示,data,缺点,缺少严格的语义理论模型和形式化的语义定义,描述
无论是语义网络，还是框架语言和产生式规则，都缺少严格的语义理论模型和形式化的语义定义。,框架语言,知识表示,data,缺点,缺少严格的语义理论模型和形式化的语义定义,描述
无论是语义网络，还是框架语言和产生式规则，都缺少严格的语义理论模型和形式化的语义定义。,产生式规则,知识表示,data,缺点,缺少严格的语义理论模型和形式化的语义定义,描述
为了解决这一问题，人们开始研究具有较好的理论模型基础和算法复杂度的知识表示框架。,知识表示框架,知识表示,data,内容,较好的理论模型基础和算法复杂度,描述
比较有代表性的是描述逻辑语言（Description_Logic）[4]。,描述逻辑语言,知识表示,data,英文名,Description_Logic,文本描述
描述逻辑是目前大多数本体语言（如OWL）的理论基础。,描述逻辑,知识表示,data,内容,目前大多数本体语言（如OWL）的理论基础,描述
描述逻辑是目前大多数本体语言（如OWL）的理论基础。,本体语言,知识表示,object,包含,OWL,知识表示
描述逻辑是目前大多数本体语言（如OWL）的理论基础。,OWL,知识表示,object,实例,本体语言,知识表示
第一个描述逻辑语言是1985年由RonaldJ.Brachman等提出的KL-ONE[5]。,KL-ONE,知识表示,object,实例,描述逻辑语言,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,描述逻辑,知识表示,data,内容,概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,概念,知识表示,data,英文名,Concepts,文本描述
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,属性,知识表示,data,英文名,Roles,文本描述
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,个体,知识表示,data,英文名,Individual,文本描述
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,关系,知识表示,data,英文名,Relationships,文本描述
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,元语,知识表示,data,英文名,Axioms,文本描述
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,元语,知识表示,object,包含,逻辑描述,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,逻辑描述,知识表示,data,英文名,Logic_Statement,文本描述
与传统专家系统的知识表示语言不同，描述逻辑家族更关心知识表示能力和推理计算复杂性之间的关系，并深入研究了各种表达构件的组合带来的查询、分类、一致性检测等推理计算的计算复杂度问题。,描述逻辑家族,知识表示,data,特点,更关心知识表示能力和推理计算复杂性之间的关系，并深入研究了各种表达构件的组合带来的查询、分类、一致性检测等推理计算的计算复杂度问题,描述
语义网的基础数据模型RDF受到了元数据模型、框架系统和面向对象语言等多方面的影响，其最初是为人们在Web上发布结构化数据提供一个标准的数据描述框架。,RDF,知识表示,data,内容,为人们在Web上发布结构化数据提供一个标准的数据描述框架,描述
语义网的基础数据模型RDF受到了元数据模型、框架系统和面向对象语言等多方面的影响，其最初是为人们在Web上发布结构化数据提供一个标准的数据描述框架。,RDF,知识表示,data,英文名,RDF,知识表示
语义网的基础数据模型RDF受到了元数据模型、框架系统和面向对象语言等多方面的影响，其最初是为人们在Web上发布结构化数据提供一个标准的数据描述框架。,RDF,知识表示,object,包含,元数据模型,知识表示
语义网的基础数据模型RDF受到了元数据模型、框架系统和面向对象语言等多方面的影响，其最初是为人们在Web上发布结构化数据提供一个标准的数据描述框架。,RDF,知识表示,object,包含,框架系统,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,语义网,知识表示,data,内容,描述逻辑的研究成果，发展出了用OWL系列标准化本体语言,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,语义网,知识表示,object,包含,描述逻辑,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,语义网,知识表示,object,包含,OWL系列标准化本体语言,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,语义网,知识表示,object,发展为,OWL系列标准化本体语言,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,语义网,知识表示,object,前提,描述逻辑,知识表示
与此同时，语义网进一步吸收描述逻辑的研究成果，发展出了用OWL系列标准化本体语言。,OWL系列标准化本体语言,知识表示,object,实例,语义网,知识表示
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,知识图谱,知识图谱,object,包含,DBpedia,知识图谱项目
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,知识图谱,知识图谱,object,包含,Yago,知识图谱项目
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,知识图谱,知识图谱,object,包含,Freebase,知识图谱项目
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,知识图谱,知识图谱,object,包含,Schema.ORG,知识图谱项目
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,知识图谱,知识图谱,object,包含,Wikidata,知识图谱项目
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,DBpedia,知识图谱项目,object,实例,知识图谱,知识图谱
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,Yago,知识图谱项目,object,实例,知识图谱,知识图谱
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,Freebase,知识图谱项目,object,实例,知识图谱,知识图谱
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,Schema.ORG,知识图谱项目,object,实例,知识图谱,知识图谱
现代知识图谱如DBpedia、Yago、Freebase、Schema.ORG、Wikidata等大多以语义网的表达模型为基础进行扩展或删减。,Wikidata,知识图谱项目,object,实例,知识图谱,知识图谱
无论是早期专家系统时代的知识表示方法，还是语义网时代的知识表示模型，都属于以符号逻辑为基础的知识表示方法。,知识表示方法,知识表示,object,包含,符号逻辑,知识表示
无论是早期专家系统时代的知识表示方法，还是语义网时代的知识表示模型，都属于以符号逻辑为基础的知识表示方法。,知识表示模型,知识表示,data,方法,以符号逻辑为基础的知识表示方法,描述
符号知识表示的特点是易于刻画显式、离散的知识，因而具有内生的可解释性。,符号知识表示,知识表示,data,特点,易于刻画显式、离散的知识，因而具有内生的可解释性,描述
但由于人类知识还包含大量不易于符号化的隐性知识，完全基于符号逻辑的知识表示通常由于知识的不完备而失去鲁棒性，特别是推理很难达到实用。,隐性知识,知识表示,data,特点,不易于符号化,描述
但由于人类知识还包含大量不易于符号化的隐性知识，完全基于符号逻辑的知识表示通常由于知识的不完备而失去鲁棒性，特别是推理很难达到实用。,符号逻辑的知识表示,知识表示,data,缺点,完全基于符号逻辑的知识表示通常由于知识的不完备而失去鲁棒性，特别是推理很难达到实用,描述
但由于人类知识还包含大量不易于符号化的隐性知识，完全基于符号逻辑的知识表示通常由于知识的不完备而失去鲁棒性，特别是推理很难达到实用。,推理,知识推理,data,特点,很难达到实用,描述
但由于人类知识还包含大量不易于符号化的隐性知识，完全基于符号逻辑的知识表示通常由于知识的不完备而失去鲁棒性，特别是推理很难达到实用。,人类知识,知识表示,object,包含,隐性知识,知识表示
由此催生了采用连续向量的方式来表示知识的研究。,连续向量,知识表示,data,方法,采用连续向量的方式来表示知识,描述
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,data,作用,实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设,功能描述
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,object,实现,数值运算,知识推理
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,object,实现,新事实,知识推理
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,object,实现,新关系,知识推理
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,object,实现,隐式知识,知识表示
这种基于连续向量的知识表示可以实现通过数值运算来发现新事实和新关系，并能更有效发现更多的隐式知识和潜在假设，这些隐式知识通常是人的主观不易于观察和总结出来的。,连续向量的知识表示,知识表示,object,实现,潜在假设,知识推理
更为重要的是，知识图谱嵌入也通常作为一种类型的先验知识辅助输入很多深度神经网络模型中，用来约束和监督神经网络的训练过程。,知识图谱嵌入,知识表示,data,作用,作为一种类型的先验知识辅助输入很多深度神经网络模型中，用来约束和监督神经网络的训练过程,描述
图2-1基于离散符号的知识表示与基于连续向量的知识表示对比综上所述，与传统人工智能相比，知识图谱时代的知识表示方法已经发生了很大的变化。,知识表示,知识表示,data,方法,基于离散符号的知识表示与基于连续向量的知识表示,方法描述
一方面，现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求；另一方面，由于知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视。,知识图谱,知识图谱,data,内容,现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求,描述
一方面，现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求；另一方面，由于知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视。,知识图谱,知识图谱,data,内容,知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视,描述
一方面，现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求；另一方面，由于知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视。,知识图谱,知识图谱,data,方法,以三元组为基础的较为简单实用的知识表示方法,知识表示
一方面，现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求；另一方面，由于知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视。,知识图谱,知识图谱,data,方法,基于向量的知识图谱表示,知识表示
一方面，现代知识图谱受到规模化扩展的影响，通常采用以三元组为基础的较为简单实用的知识表示方法，并弱化了对强逻辑表示的要求；另一方面，由于知识图谱是很多搜索、问答和大数据分析系统的重要数据基础，基于向量的知识图谱表示使得这些数据更易于和深度学习模型集成，使得基于向量的知识图谱表示越来越受到重视。,知识图谱,知识图谱,object,包含,三元组,知识表示
