input	subject	subject_type	data/object	relation	object	object_type
随后，知识图谱逐步在语义搜索[10,11]、智能问答[12-14]、辅助语言理解[15,16]、辅助大数据分析[17-19]、增强机器学习的可解释性[20]、结合图卷积辅助图像分类[21,22]等多个领域发挥出越来越重要的作用。	知识图谱	知识图谱	data	作用	在语义搜索、智能问答、辅助语言理解、辅助大数据分析、增强机器学习的可解释性、结合图卷积辅助图像分类等多个领域发挥出越来越重要的作用	描述
如图1-1所示，知识图谱旨在从数据中识别、发现和推断事物与概念之间的复杂关系，是事物关系的可计算模型。	知识图谱	知识图谱	data	内容	从数据中识别、发现和推断事物与概念之间的复杂关系，是事物关系的可计算模型	描述
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	data	内容	知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术	技术
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	data	内容	语义搜索、智能问答、语言理解、决策分析等多个领域	应用领域
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	知识建模	知识表示
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	关系抽取	知识抽取
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	图存储	知识存储
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	关系推理	知识推理
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	实体融合	知识融合
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	语义搜索	语义搜索
知识图谱的构建涉及知识建模、关系抽取、图存储、关系推理、实体融合等多方面的技术，而知识图谱的应用则涉及语义搜索、智能问答、语言理解、决策分析等多个领域。	知识图谱	知识图谱	object	包含	智能问答	知识问答
构建并利用好知识图谱需要系统性地利用包括知识表示（Knowledge_Representation）、图数据库、自然语言处理、机器学习等多方面的技术。	知识图谱	知识图谱	object	包含	知识表示	知识表示
构建并利用好知识图谱需要系统性地利用包括知识表示（Knowledge_Representation）、图数据库、自然语言处理、机器学习等多方面的技术。	知识图谱	知识图谱	object	包含	图数据库	知识存储
构建并利用好知识图谱需要系统性地利用包括知识表示（Knowledge_Representation）、图数据库、自然语言处理、机器学习等多方面的技术。	知识图谱	知识图谱	object	包含	自然语言处理	知识抽取
构建并利用好知识图谱需要系统性地利用包括知识表示（Knowledge_Representation）、图数据库、自然语言处理、机器学习等多方面的技术。	知识图谱	知识图谱	object	包含	机器学习	知识推理
构建并利用好知识图谱需要系统性地利用包括知识表示（Knowledge_Representation）、图数据库、自然语言处理、机器学习等多方面的技术。	知识表示	知识表示	data	英文名	Knowledge_Representation	英文名
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	知识图谱	知识图谱	data	内容	语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因	知识表示
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	知识图谱	知识图谱	object	包含	Semantic_Web	知识图谱项目
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	知识图谱	知识图谱	object	包含	人工智能	知识工程
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	知识图谱	知识图谱	object	包含	自然语言处理	知识抽取
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	语义网络	知识表示	object	发展为	知识图谱	知识图谱
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	知识表示	知识表示	object	发展为	知识图谱	知识图谱
图1-1知识图谱：事物关系的可计算模型1.2知识图谱的发展历史知识图谱并非突然出现的新技术，而是历史上很多相关技术相互影响和继承发展的结Web、自然语言处理等，有着来自果，包括语义网络、知识表示、本体论、Semantic_Web、人工智能和自然语言处理等多方面的技术基因。	本体论	知识表示	object	发展为	知识图谱	知识图谱
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	Semantic_Web	知识表示	data	被定义为	传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	Semantic_Web	知识表示	object	发展为	知识图谱	知识图谱
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	RDF	知识表示	data	被定义为	Resource_Description_Framework，资源描述框架	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	RDF	知识表示	data	作用	面向Web设计实现的标准化的知识表示语言	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	OWL	知识表示	data	被定义为	Web_OntologyLanguage，网络本体语言	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	OWL	知识表示	data	作用	面向Web设计实现的标准化的知识表示语言	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	知识图谱	知识图谱	data	被定义为	Semantic_Web的一种简化后的商业实现	描述
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	知识表示	知识表示	object	包含	RDF	知识表示
从早期的人工智能发展历史来看，Semantic_Web是传统人工智能与Web融合发展的结果，是知识表示与推理在Web中的应用；RDF（Resource_Description_Framework，资源描述框架）、OWL（Web_OntologyLanguage，网络本体语言）都是面向Web设计实现的标准化的知识表示语言；而知识图谱则可以看作是Semantic_Web的一种简化后的商业实现，如图1-2所示。	知识表示	知识表示	object	包含	OWL	知识表示
图1-2从语义网络到知识图谱在人工智能的早期发展流派中，符号派（Symbolism）侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程；连接派（Connectionism）侧重于模拟人脑的生理结构，即人工神经网络。	符号派	知识表示	data	内容	侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程	描述
图1-2从语义网络到知识图谱在人工智能的早期发展流派中，符号派（Symbolism）侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程；连接派（Connectionism）侧重于模拟人脑的生理结构，即人工神经网络。	符号派	知识表示	data	英文名	Symbolism	英文术语
图1-2从语义网络到知识图谱在人工智能的早期发展流派中，符号派（Symbolism）侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程；连接派（Connectionism）侧重于模拟人脑的生理结构，即人工神经网络。	连接派	知识表示	data	内容	侧重于模拟人脑的生理结构，即人工神经网络	描述
图1-2从语义网络到知识图谱在人工智能的早期发展流派中，符号派（Symbolism）侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程；连接派（Connectionism）侧重于模拟人脑的生理结构，即人工神经网络。	连接派	知识表示	data	英文名	Connectionism	英文术语
图1-2从语义网络到知识图谱在人工智能的早期发展流派中，符号派（Symbolism）侧重于模拟人的心智，研究怎样用计算机符号表示人脑中的知识并模拟心智的推理过程；连接派（Connectionism）侧重于模拟人脑的生理结构，即人工神经网络。	语义网络	知识表示	object	发展为	知识图谱	知识图谱
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	事实	知识表示	data	被定义为	人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的	描述
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	概念	知识表示	data	被定义为	人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的	描述
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	规则	知识表示	data	被定义为	人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的	描述
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	原则	知识表示	data	被定义为	人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的	描述
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	知识	知识表示	object	由组成	事实	知识表示
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	知识	知识表示	object	由组成	概念	知识表示
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	知识	知识表示	object	由组成	规则	知识表示
简而言之，知识是人类通过观察、学习和思考有关客观世界的各种现象而获得并总结出的所有事实（Fact）、概念（Concept）、规则（Rule）或原则（Principle）的集合。	知识	知识表示	object	由组成	原则	知识表示
人工智能的核心也是研究怎样用计算机易于处理的方式表示、学习和处理各种各样的知识。	知识表示	知识表示	data	内容	怎样用计算机易于处理的方式表示、学习和处理各种各样的知识	描述
知识表示是现实世界的可计算模型（Computable_Model_of_Reality）。	知识表示	知识表示	data	被定义为	现实世界的可计算模型	知识表示
知识表示是现实世界的可计算模型（Computable_Model_of_Reality）。	可计算模型	知识表示	data	内容	现实世界的可计算模型	描述
从广义上讲，神经网络也是一种知识表示形式，如图1-3所示。	神经网络	知识表示	data	内容	一种知识表示形式	描述
图1-3知识图谱帮助构建有学识的人工智能符号派关注的核心正是知识的表示和推理（KRR,Knowledge_and_Reasoning）。	知识图谱	知识图谱	data	内容	构建有学识的人工智能符号派关注的核心正是知识的表示和推理（KRR,Knowledge_and_Reasoning）	描述
图1-3知识图谱帮助构建有学识的人工智能符号派关注的核心正是知识的表示和推理（KRR,Knowledge_and_Reasoning）。	知识的表示和推理	知识推理	data	英文名	Knowledge_and_Reasoning	知识推理
